Species,Country,Region,Extinction
marinus,Norway,Europe,[2036]
marinus,Norway,Europe,[2012]
marinus,Norway,Europe,[2006]
marinus,Norway,Europe,[2051]
marinus,Norway,Europe,[2005]
marinus,Norway,Europe,[1971]
marinus,Norway,Europe,[1978]
marinus,Norway,Europe,[2004]
ridibundus,Norway,Europe,[2031]
ridibundus,Norway,Europe,[2030]
ridibundus,Norway,Europe,[1971]
ridibundus,Norway,Europe,[2023]
ridibundus,Norway,Europe,Null
ridibundus,Norway,Europe,Null
ridibundus,Norway,Europe,Null
ridibundus,Norway,Europe,Null
ridibundus,Norway,Europe,[2025]
serrator,Norway,Europe,Null
aristotelis,Norway,Europe,[2024]
carbo,Norway,Europe,Null
carbo,Norway,Europe,Null
carbo,Norway,Europe,[2009]
tridactyla,Norway,Europe,[2052]
tridactyla,Norway,Europe,Null
tridactyla,Norway,Europe,Null
tridactyla,Norway,Europe,Null
tridactyla,Norway,Europe,[2026]
tridactyla,Norway,Europe,Null
mollissima,Norway,Europe,[2042]
mollissima,Norway,Europe,Null
mollissima,Norway,Europe,Null
mollissima,Norway,Europe,[1990]
mollissima,Norway,Europe,[2012]
mollissima,Norway,Europe,[2021]
mollissima,Norway,Europe,Null
mollissima,Norway,Europe,[2026]
mollissima,Norway,Europe,[2036]
mollissima,Norway,Europe,[2022]
mollissima,Norway,Europe,Null
mollissima,Norway,Europe,[2031]
mollissima,Norway,Europe,[2032]
hirundo,Norway,Europe,[2037]
hirundo,Norway,Europe,Null
hirundo,Norway,Europe,[2023]
hirundo,Norway,Europe,[2030]
hirundo,Norway,Europe,[2031]
hirundo,Norway,Europe,[2030]
hirundo,Norway,Europe,[2015]
hirundo,Norway,Europe,[2030]
hirundo,Norway,Europe,[2028]
hirundo,Norway,Europe,[2041]
hirundo,Norway,Europe,Null
hirundo,Norway,Europe,[2029]
hirundo,Norway,Europe,[2031]
totanus,Norway,Europe,[2038]
totanus,Norway,Europe,Null
aalge,Norway,Europe,[2021]
aalge,Norway,Europe,Null
aalge,Norway,Europe,Null
aalge,Norway,Europe,Null
aalge,Norway,Europe,Null
aalge,Norway,Europe,Null
gentilis,Norway,Europe,[2023]
gentilis,Norway,Europe,[2010]
brachyrhynchus,Norway,Europe,[2016]
brachyrhynchus,Norway,Europe,[2022]
pratensis,Norway,Europe,[2027]
pratensis,Norway,Europe,[2026]
lagopus,Norway,Europe,Null
flavirostris,Norway,Europe,Null
flavirostris,Norway,Europe,Null
oenas,Norway,Europe,Null
corax,Norway,Europe,[2027]
corone,Norway,Europe,Null
crex,Norway,Europe,[2022]
urbicum,Norway,Europe,[2001]
hortulana,Norway,Europe,Null
columbarius,Norway,Europe,[2025]
peregrinus,Norway,Europe,[2026]
rusticolus,Norway,Europe,Null
lagopus,Norway,Europe,[2033]
lagopus,Norway,Europe,[2027]
lagopus,Norway,Europe,Null
lagopus,Norway,Europe,Null
lagopus,Norway,Europe,[2025]
lagopus,Norway,Europe,[2028]
curvirostra,Norway,Europe,Null
oenanthe,Norway,Europe,[2021]
domesticus,Norway,Europe,[2025]
apivorus,Norway,Europe,[2031]
curruca,Norway,Europe,[2071]
curruca,Norway,Europe,[2034]
tetrix,Norway,Europe,[2039]
iliacus,Norway,Europe,[2025]
iliacus,Norway,Europe,[2025]
pilaris,Norway,Europe,Null
pilaris,Norway,Europe,[2023]
pilaris,Norway,Europe,Null
schoeniclus,Norway,Europe,[2026]
schoeniclus,Norway,Europe,[2029]
schoeniclus,Norway,Europe,Null
schoeniclus,Norway,Europe,Null
flava,Norway,Europe,Null
rubetra,Norway,Europe,[2006]
nisus,Norway,Europe,[2021]
caudatus,Norway,Europe,Null
caudatus,Norway,Europe,Null
arvensis,Norway,Europe,Null
trivialis,Norway,Europe,[2021]
trivialis,Norway,Europe,[2028]
trivialis,Norway,Europe,Null
buteo,Norway,Europe,Null
cannabina,Norway,Europe,Null
cannabina,Norway,Europe,Null
carduelis,Norway,Europe,Null
chloris,Norway,Europe,[2038]
chloris,Norway,Europe,[2022]
chloris,Norway,Europe,[2022]
flammea,Norway,Europe,Null
flammea,Norway,Europe,[2021]
flammea,Norway,Europe,[2022]
flammea,Norway,Europe,Null
spinus,Norway,Europe,[2025]
spinus,Norway,Europe,[2054]
spinus,Norway,Europe,Null
familiaris,Norway,Europe,Null
familiaris,Norway,Europe,[1996]
palumbus,Norway,Europe,[2018]
palumbus,Norway,Europe,Null
monedula,Norway,Europe,[2031]
canorus,Norway,Europe,Null
major,Norway,Europe,[2031]
citrinella,Norway,Europe,[2048]
citrinella,Norway,Europe,[1995]
citrinella,Norway,Europe,Null
rubecula,Norway,Europe,[2051]
rubecula,Norway,Europe,[2021]
rubecula,Norway,Europe,Null
tinnunculus,Norway,Europe,[2027]
hypoleuca,Norway,Europe,Null
hypoleuca,Norway,Europe,[2029]
hypoleuca,Norway,Europe,[2046]
montifringilla,Norway,Europe,Null
montifringilla,Norway,Europe,Null
coelebs,Norway,Europe,Null
coelebs,Norway,Europe,Null
rustica,Norway,Europe,[2028]
rustica,Norway,Europe,[2041]
rustica,Norway,Europe,Null
alba,Norway,Europe,Null
alba,Norway,Europe,Null
alba,Norway,Europe,Null
striata,Norway,Europe,Null
striata,Norway,Europe,[2022]
ater,Norway,Europe,[2060]
ater,Norway,Europe,[1985]
ater,Norway,Europe,Null
caeruleus,Norway,Europe,Null
caeruleus,Norway,Europe,Null
caeruleus,Norway,Europe,Null
caeruleus,Norway,Europe,[1971]
major,Norway,Europe,[2040]
major,Norway,Europe,[2028]
major,Norway,Europe,[2077]
major,Norway,Europe,[2026]
montanus,Norway,Europe,[2023]
montanus,Norway,Europe,[2030]
montanus,Norway,Europe,[2027]
montanus,Norway,Europe,[2026]
phoenicurus,Norway,Europe,Null
phoenicurus,Norway,Europe,Null
collybita,Norway,Europe,Null
collybita,Norway,Europe,Null
collybita,Norway,Europe,Null
trochilus,Norway,Europe,[2022]
trochilus,Norway,Europe,[2025]
trochilus,Norway,Europe,Null
pica,Norway,Europe,[2021]
modularis,Norway,Europe,[2027]
modularis,Norway,Europe,[2025]
modularis,Norway,Europe,[2025]
pyrrhula,Norway,Europe,Null
pyrrhula,Norway,Europe,Null
regulus,Norway,Europe,Null
regulus,Norway,Europe,Null
regulus,Norway,Europe,[2024]
vulgaris,Norway,Europe,Null
vulgaris,Norway,Europe,Null
vulgaris,Norway,Europe,Null
atricapilla,Norway,Europe,Null
atricapilla,Norway,Europe,[2052]
atricapilla,Norway,Europe,[1984]
borin,Norway,Europe,Null
borin,Norway,Europe,[2023]
communis,Norway,Europe,[2026]
communis,Norway,Europe,[2021]
urogallus,Sweden,Europe,Null
troglodytes,Norway,Europe,Null
troglodytes,Norway,Europe,[2031]
troglodytes,Norway,Europe,[2022]
merula,Norway,Europe,[2003]
merula,Norway,Europe,[2023]
merula,Norway,Europe,[2025]
philomelos,Norway,Europe,Null
philomelos,Norway,Europe,Null
viscivorus,Norway,Europe,[2022]
vanellus,Norway,Europe,[2021]
vanellus,Norway,Europe,Null
exilis,United States,North America,[2025]
striata,United States,North America,Null
mexicanus,United States,North America,Null
longirostris,United States,North America,Null
delicata,United States,North America,[2025]
troglodytes,United States,North America,[2018]
leconteii,United States,North America,[2020]
phoeniceus,United States,North America,Null
bairdii,United States,North America,[2000]
savannarum,United States,North America,Null
albifrons,Mexico,Latin America and Caribbean,Null
albifrons,United States,North America,Null
albifrons,United States,North America,[2018]
canagicus,United States,North America,Null
longicauda,United States,North America,Null
cedrorum,United States,North America,Null
bernicla,Canada,North America,Null
bernicla,Mexico,Latin America and Caribbean,Null
bernicla,United States,North America,Null
canadensis,Canada,North America,Null
canadensis,United States,North America,Null
canadensis,Mexico,Latin America and Caribbean,Null
hutchinsii,United States,North America,Null
canadensis,United States,North America,Null
hutchinsii,United States,North America,[2022]
canadensis,United States,North America,[1998]
jamaicensis,United States,North America,Null
lagopus,United States,North America,[2082]
swainsoni,United States,North America,[2049]
melanocorys,United States,North America,[2026]
ornatus,Canada,North America,[2026]
ornatus,Canada,North America,[2018]
ornatus,United States,North America,[2015]
tristis,Canada,North America,[2023]
tristis,United States,North America,[2034]
fuscescens,United States,North America,[2019]
mustelina,United States,North America,[2016]
urophasianus,United States,North America,[2023]
melodus,United States,North America,[2038]
vociferus,United States,North America,[2023]
grammacus,United States,North America,[2022]
minor,United States,North America,[2024]
hudsonius,United States,North America,[2010]
vespertina,Canada,North America,[2030]
americanus,United States,North America,Null
erythropthalmus,United States,North America,Null
auratus,United States,North America,Null
brachyrhynchos,United States,North America,[2021]
cristata,United States,North America,[1989]
caerulescens,United States,North America,[2028]
fusca,United States,North America,[2024]
kirtlandii,United States,North America,Null
petechia,United States,North America,Null
virens,United States,North America,Null
oryzivorus,Canada,North America,[2029]
oryzivorus,United States,North America,[2016]
carolinensis,United States,North America,[2010]
minimus,United States,North America,Null
traillii,United States,North America,Null
traillii,United States,North America,[1989]
alpestris,United States,North America,[2009]
cyanocephalus,Canada,North America,[1991]
cyanocephalus,United States,North America,[1986]
trichas,United States,North America,[2004]
californianus,United States,North America,[2019]
pyrrhonota,United States,North America,[2030]
rustica,United States,North America,Null
galbula,United States,North America,[1980]
spurius,United States,North America,[2028]
ludovicianus,United States,North America,[2045]
melodia,Canada,North America,[2022]
melodia,United States,North America,[2043]
ater,Canada,North America,[2023]
ater,United States,North America,[1993]
icterotis,Colombia,Latin America and Caribbean,[2037]
atricapillus,United States,North America,[2025]
atricapillus,United States,North America,Null
atricapillus,United States,North America,Null
atricapillus,United States,North America,[2119]
sandwichensis,United States,North America,[2058]
iliaca,Canada,North America,[2031]
perdix,United States,North America,[2032]
colchicus,United States,North America,[2022]
ludovicianus,United States,North America,Null
melanocephalus,Canada,North America,[2042]
hudsonia,Canada,North America,[2022]
pubescens,United States,North America,[1990]
olivacea,United States,North America,[2024]
plancus,United States,North America,[2012]
gramineus,United States,North America,[2022]
quiscula,Canada,North America,[1987]
quiscula,United States,North America,[2022]
aurocapilla,United States,North America,[1988]
ruticilla,United States,North America,[2011]
arborea,United States,North America,[2044]
pallida,United States,North America,[2046]
passerina,United States,North America,[2011]
magna,Canada,North America,[2022]
magna,Canada,North America,[2026]
neglecta,United States,North America,Null
rufum,United States,North America,Null
aedon,United States,North America,[2032]
troglodytes,United States,North America,[2053]
migratorius,United States,North America,Null
phasianellus,United States,North America,Null
tyrannus,United States,North America,Null
verticalis,United States,North America,Null
olivaceus,United States,North America,[2023]
gilvus,United States,North America,[2029]
xanthocephalus,United States,North America,[2024]
macroura,United States,North America,Null
macroura,United States,North America,[2018]
macroura,United States,North America,[2022]
macroura,United States,North America,Null
leucophrys,United States,North America,Null
naevius,United States,North America,[2023]
naevius,United States,North America,[2033]
americanus,United States,North America,Null
americana,Mexico,Latin America and Caribbean,Null
americana,Mexico,Latin America and Caribbean,[2025]
americana,Canada,North America,[2024]
americana,United States,North America,[2017]
bison,United States,North America,Null
bison,Canada,North America,[2016]
latrans,United States,North America,[2024]
latrans,United States,North America,[2030]
latrans,United States,North America,Null
latrans,United States,North America,Null
latrans,United States,North America,[2023]
latrans,United States,North America,[2022]
latrans,United States,North America,[2024]
latrans,United States,North America,Null
latrans,United States,North America,[2012]
latrans,United States,North America,[2022]
lupus,United States,North America,[2023]
elaphus,United States,North America,Null
elaphus,United States,North America,Null
elaphus,United States,North America,[2030]
gapperi,Canada,North America,[2022]
concolor,United States,North America,[2032]
sabrinus,Canada,North America,Null
americanus,United States,North America,Null
americanus,United States,North America,Null
vancouverensis,Canada,North America,[2018]
vancouverensis,Canada,North America,[2040]
americana,Canada,North America,Null
americana,Canada,North America,[2053]
mephitis,United States,North America,[2022]
mephitis,United States,North America,[2026]
mephitis,United States,North America,[1992]
mephitis,United States,North America,[2002]
mephitis,United States,North America,[2003]
mephitis,United States,North America,Null
mephitis,United States,North America,[1994]
mephitis,United States,North America,[2005]
mephitis,United States,North America,[2005]
montanus,United States,North America,[2025]
insignis,Canada,North America,[2027]
virginianus,United States,North America,Null
virginianus,United States,North America,[2024]
virginianus,United States,North America,[2026]
virginianus,United States,North America,[2002]
virginianus,United States,North America,[2055]
canadensis,United States,North America,[2024]
canadensis,United States,North America,Null
canadensis,United States,North America,[1990]
canadensis,United States,North America,Null
maniculatus,Canada,North America,[1995]
lotor,United States,North America,[2012]
lotor,United States,North America,[2033]
lotor,United States,North America,Null
lotor,United States,North America,[2022]
lotor,United States,North America,[2021]
lotor,United States,North America,[2012]
lotor,United States,North America,Null
lotor,United States,North America,[2012]
lotor,United States,North America,[2012]
tarandus,United States,North America,[2023]
columbianus,Canada,North America,Null
franklinii,United States,North America,[2005]
tridecemlineatus,United States,North America,Null
minimus,United States,North America,[2012]
striatus,Canada,North America,[2012]
striatus,United States,North America,[2012]
hudsonicus,United States,North America,[2025]
hudsonicus,Canada,North America,[2022]
hudsonicus,United States,North America,[2025]
arctos,United States,North America,[2027]
arctos,United States,North America,[2025]
arctos,United States,North America,Null
velox,Canada,North America,[2027]
velox,Canada,North America,[2038]
velox,Canada,North America,[2021]
vulpes,United States,North America,[2095]
vulpes,United States,North America,Null
vulpes,United States,North America,Null
vulpes,United States,North America,Null
vulpes,United States,North America,Null
vulpes,United States,North America,[2047]
vulpes,United States,North America,Null
vulpes,United States,North America,[2032]
vulpes,United States,North America,[2119]
vulpes,United States,North America,[2012]
vulpes,United States,North America,[2036]
beringei,Uganda,Africa,Null
troglodytes,Uganda,Africa,Null
ascanius,Uganda,Africa,[2054]
crumenifer,Uganda,Africa,[2043]
vocifer,Uganda,Africa,Null
porosus,Australia,Oceania,Null
porosus,Australia,Oceania,Null
porosus,Australia,Oceania,Null
porosus,Australia,Oceania,[2016]
lupus,Poland,Europe,[2023]
lynx,Poland,Europe,[2023]
porosus,Australia,Oceania,[2019]
porosus,Australia,Oceania,[2020]
porosus,Australia,Oceania,[2020]
porosus,Australia,Oceania,Null
porosus,Australia,Oceania,[2026]
porosus,Australia,Oceania,[2021]
nisus,United Kingdom,Europe,[2029]
buteo,France,Europe,Null
tinnunculus,France,Europe,[2023]
bonasia,Finland,Europe,[2028]
oedicnemus,Spain,Europe,Null
vanellus,Netherlands,Europe,[2022]
limosa,Netherlands,Europe,[2029]
palumbus,United Kingdom,Europe,[2022]
turtur,Spain,Europe,[2020]
canorus,Romania,Europe,[2023]
epops,Spain,Europe,[2020]
torquilla,Italy,Europe,[2021]
canus,Germany,Europe,[2026]
viridis,France,Europe,[2002]
martius,Poland,Europe,Null
major,Germany,Europe,Null
minor,France,Europe,Null
cristata,Spain,Europe,[2022]
arborea,Spain,Europe,[2011]
arvensis,Poland,Europe,[2022]
rustica,Poland,Europe,Null
trivialis,Sweden,Europe,[2021]
flava,Romania,Europe,Null
alba,Romania,Europe,[2014]
troglodytes,United Kingdom,Europe,[2026]
modularis,United Kingdom,Europe,[2024]
rubecula,United Kingdom,Europe,[2023]
megarhynchos,Italy,Europe,Null
phoenicurus,Finland,Europe,Null
rubetra,Romania,Europe,[2030]
merula,Germany,Europe,Null
philomelos,Sweden,Europe,Null
viscivorus,Spain,Europe,[2010]
cetti,Italy,Europe,[2016]
juncidis,Italy,Europe,[2037]
icterina,Germany,Europe,Null
melanocephala,Spain,Europe,[2028]
communis,Poland,Europe,Null
borin,Sweden,Europe,[2027]
atricapilla,France,Europe,[2023]
sibilatrix,Latvia,Europe,Null
collybita,France,Europe,[2016]
trochilus,Sweden,Europe,Null
regulus,France,Europe,[2022]
striata,Finland,Europe,[2047]
albicollis,Slovakia,Europe,[2021]
hypoleuca,Sweden,Europe,[2008]
caudatus,Spain,Europe,[2021]
palustris,France,Europe,[2014]
montanus,Sweden,Europe,[2001]
ater,Spain,Europe,Null
caeruleus,United Kingdom,Europe,Null
major,Germany,Europe,[2007]
europaea,Slovakia,Europe,Null
familiaris,Sweden,Europe,[2009]
brachydactyla,Spain,Europe,[2021]
oriolus,Romania,Europe,[2014]
collurio,Romania,Europe,[2033]
senator,Spain,Europe,[2022]
glandarius,Spain,Europe,[2006]
pica,United Kingdom,Europe,[2001]
monedula,United Kingdom,Europe,Null
corone,United Kingdom,Europe,Null
vulgaris,Bulgaria,Europe,[2021]
montanus,Spain,Europe,Null
coelebs,Sweden,Europe,[2010]
montifringilla,Finland,Europe,[2024]
chloris,France,Europe,[2004]
carduelis,France,Europe,[2020]
spinus,Finland,Europe,[2014]
cannabina,Spain,Europe,[2016]
flammea,Sweden,Europe,Null
pyrrhula,Finland,Europe,[2020]
coccothraustes,Poland,Europe,[2007]
citrinella,Czechia,Europe,[2011]
schoeniclus,Norway,Europe,[2022]
calandra,Spain,Europe,[2034]
fraenata,Australia,Oceania,[2012]
obsoletus,Canada,North America,[2029]
obsoletus,Canada,North America,[2011]
sulphurea,Indonesia,Asia,[2011]
mississippiensis,United States,North America,Null
sandwichensis,United States,North America,[2058]
obscurus,United States,North America,[2027]
virens,United States,North America,[2022]
coccinea,United States,North America,[2031]
sanguinea,United States,North America,[2011]
lutea,United States,North America,[2011]
japonicus,United States,North America,[2004]
cardinalis,United States,North America,[2027]
mexicanus,United States,North America,[2029]
sandwichensis,United States,North America,[2011]
obscurus,United States,North America,Null
virens,United States,North America,[2011]
coccinea,United States,North America,Null
sanguinea,United States,North America,[2029]
lutea,United States,North America,Null
japonicus,United States,North America,[2011]
cardinalis,United States,North America,Null
mexicanus,United States,North America,Null
sandwichensis,United States,North America,[2017]
obscurus,United States,North America,[2022]
virens,United States,North America,[2009]
sanguinea,United States,North America,[2025]
japonicus,United States,North America,Null
cardinalis,United States,North America,[2032]
mexicanus,United States,North America,[2024]
sandwichensis,United States,North America,[2032]
obscurus,United States,North America,Null
virens,United States,North America,[2017]
wilsoni,United States,North America,Null
mana,United States,North America,Null
coccineus,United States,North America,Null
coccinea,United States,North America,Null
sanguinea,United States,North America,[2029]
lutea,United States,North America,Null
japonicus,United States,North America,[2024]
cardinalis,United States,North America,Null
mexicanus,United States,North America,[2022]
canadensis,Canada,North America,[2026]
canadensis,United States,North America,[2024]
canadensis,United States,North America,Null
canadensis,United States,North America,Null
canadensis,United States,North America,Null
canadensis,United States,North America,Null
canadensis,United States,North America,Null
canadensis,United States,North America,Null
canadensis,United States,North America,[2040]
canadensis,United States,North America,Null
canadensis,United States,North America,Null
tristis,Canada,North America,[2022]
tristis,Canada,North America,[2017]
tristis,Canada,North America,Null
tristis,Canada,North America,Null
tristis,Canada,North America,Null
tristis,Canada,North America,[2005]
tristis,Canada,North America,Null
vespertina,Canada,North America,Null
vespertina,Canada,North America,[2011]
vespertina,Canada,North America,Null
vespertina,Canada,North America,[2021]
vespertina,Canada,North America,Null
vespertina,Canada,North America,Null
cyanocephalus,Canada,North America,Null
cyanocephalus,Canada,North America,Null
cyanocephalus,Canada,North America,[2040]
cyanocephalus,Canada,North America,[1998]
ater,Canada,North America,[2014]
ater,Canada,North America,[1987]
ater,Canada,North America,[2021]
ater,Canada,North America,[2022]
ater,Canada,North America,[2025]
ater,Canada,North America,[2021]
ater,Canada,North America,[2011]
iliaca,Canada,North America,[2021]
iliaca,Canada,North America,[2011]
iliaca,Canada,North America,[2021]
iliaca,Canada,North America,[2008]
quiscula,Canada,North America,[2027]
quiscula,Canada,North America,[1981]
quiscula,Canada,North America,Null
quiscula,Canada,North America,[1987]
quiscula,Canada,North America,Null
quiscula,Canada,North America,[1981]
galbula,Canada,North America,Null
galbula,Canada,North America,Null
galbula,Canada,North America,[2076]
galbula,Canada,North America,[1988]
phoeniceus,Canada,North America,[1988]
phoeniceus,Canada,North America,Null
phoeniceus,Canada,North America,Null
phoeniceus,Canada,North America,[2039]
phoeniceus,Canada,North America,Null
phoeniceus,Canada,North America,[2023]
phoeniceus,Canada,North America,[2031]
phoeniceus,Canada,North America,[2030]
bairdii,Canada,North America,[2029]
bairdii,Canada,North America,[2033]
leconteii,Canada,North America,Null
leconteii,Canada,North America,Null
leconteii,Canada,North America,[2024]
savannarum,Canada,North America,[2025]
savannarum,Canada,North America,[2001]
savannarum,Canada,North America,[2025]
spragueii,Canada,North America,[2032]
spragueii,Canada,North America,Null
spragueii,Canada,North America,[2024]
colubris,Canada,North America,[2028]
colubris,Canada,North America,[2034]
colubris,Canada,North America,[2025]
colubris,Canada,North America,[2027]
flammeus,Canada,North America,[2028]
longicauda,Canada,North America,[2027]
longicauda,Canada,North America,[2001]
longicauda,Canada,North America,[2022]
cedrorum,Canada,North America,[2022]
cedrorum,Canada,North America,[2026]
cedrorum,Canada,North America,Null
cedrorum,Canada,North America,[2032]
cedrorum,Canada,North America,Null
cedrorum,Canada,North America,[2028]
cedrorum,Canada,North America,Null
cedrorum,Canada,North America,Null
umbellus,Canada,North America,Null
umbellus,Canada,North America,Null
umbellus,Canada,North America,Null
umbellus,Canada,North America,Null
umbellus,Canada,North America,[2022]
jamaicensis,Canada,North America,Null
jamaicensis,Canada,North America,[2027]
jamaicensis,Canada,North America,Null
jamaicensis,Canada,North America,[2034]
jamaicensis,Canada,North America,[2021]
jamaicensis,Canada,North America,[2083]
lineatus,Canada,North America,[2036]
lineatus,Canada,North America,Null
platypterus,Canada,North America,[2021]
swainsoni,Canada,North America,[2023]
swainsoni,Canada,North America,Null
mccownii,Canada,North America,Null
californica,Canada,North America,[2020]
vociferus,Canada,North America,[2023]
cardinalis,Canada,North America,[2024]
pinus,Canada,North America,[2021]
pinus,Canada,North America,Null
pinus,Canada,North America,[2026]
pinus,Canada,North America,Null
pinus,Canada,North America,[2029]
pinus,Canada,North America,[2023]
pinus,Canada,North America,[2027]
cassinii,Canada,North America,[2021]
mexicanus,Canada,North America,Null
purpureus,Canada,North America,[2021]
purpureus,Canada,North America,Null
purpureus,Canada,North America,Null
purpureus,Canada,North America,Null
purpureus,Canada,North America,Null
purpureus,Canada,North America,[2021]
aura,Canada,North America,[2040]
fuscescens,Canada,North America,[2040]
fuscescens,Canada,North America,Null
fuscescens,Canada,North America,Null
fuscescens,Canada,North America,Null
fuscescens,Canada,North America,[2026]
fuscescens,Canada,North America,Null
fuscescens,Canada,North America,Null
fuscescens,Canada,North America,[2049]
guttatus,Canada,North America,Null
guttatus,Canada,North America,Null
guttatus,Canada,North America,[2021]
guttatus,Canada,North America,Null
guttatus,Canada,North America,[2022]
guttatus,Canada,North America,Null
ustulatus,Canada,North America,[2029]
ustulatus,Canada,North America,Null
ustulatus,Canada,North America,[2026]
ustulatus,Canada,North America,[2024]
ustulatus,Canada,North America,[2022]
ustulatus,Canada,North America,[2017]
americana,Canada,North America,[2030]
americana,Canada,North America,Null
americana,Canada,North America,[2031]
vociferus,Canada,North America,[2031]
vociferus,Canada,North America,[2031]
vociferus,Canada,North America,Null
vociferus,Canada,North America,Null
vociferus,Canada,North America,Null
vociferus,Canada,North America,Null
vociferus,Canada,North America,[2024]
vociferus,Canada,North America,Null
hudsonius,Canada,North America,[2022]
hudsonius,Canada,North America,Null
hudsonius,Canada,North America,Null
hudsonius,Canada,North America,[2021]
hudsonius,Canada,North America,Null
hudsonius,Canada,North America,[2022]
hudsonius,Canada,North America,Null
hudsonius,Canada,North America,Null
stellaris,Canada,North America,Null
stellaris,Canada,North America,Null
americanus,Canada,North America,[2022]
livia,Canada,North America,[2051]
livia,Canada,North America,Null
livia,Canada,North America,Null
livia,Canada,North America,Null
livia,Canada,North America,[2054]
livia,Canada,North America,[2048]
livia,Canada,North America,Null
livia,Canada,North America,Null
cooperi,Canada,North America,[2063]
cooperi,Canada,North America,Null
cooperi,Canada,North America,Null
cooperi,Canada,North America,[2014]
cooperi,Canada,North America,Null
cooperi,Canada,North America,[2014]
sordidulus,Canada,North America,[2019]
sordidulus,Canada,North America,Null
virens,Canada,North America,Null
virens,Canada,North America,[2003]
virens,Canada,North America,Null
virens,Canada,North America,Null
virens,Canada,North America,[2010]
brachyrhynchos,Canada,North America,Null
brachyrhynchos,Canada,North America,[2024]
brachyrhynchos,Canada,North America,[2035]
brachyrhynchos,Canada,North America,Null
brachyrhynchos,Canada,North America,Null
brachyrhynchos,Canada,North America,[2032]
brachyrhynchos,Canada,North America,[2021]
brachyrhynchos,Canada,North America,[2023]
caurinus,Canada,North America,[2027]
stelleri,Canada,North America,[2027]
coronata,Canada,North America,[2022]
coronata,Canada,North America,[2024]
coronata,Canada,North America,[2024]
coronata,Canada,North America,[2030]
coronata,Canada,North America,[2012]
coronata,Canada,North America,Null
magnolia,Canada,North America,Null
magnolia,Canada,North America,[2000]
magnolia,Canada,North America,[2014]
magnolia,Canada,North America,[2011]
palmarum,Canada,North America,[2011]
palmarum,Canada,North America,[2014]
palmarum,Canada,North America,[2011]
petechia,Canada,North America,[2011]
petechia,Canada,North America,[2023]
petechia,Canada,North America,[2011]
petechia,Canada,North America,[2011]
petechia,Canada,North America,[2011]
petechia,Canada,North America,[2014]
petechia,Canada,North America,[2017]
petechia,Canada,North America,[2012]
pinus,Canada,North America,[2011]
tigrina,Canada,North America,[2017]
tigrina,Canada,North America,[2017]
tigrina,Canada,North America,[2011]
tigrina,Canada,North America,[2020]
townsendi,Canada,North America,Null
pileatus,Canada,North America,[2011]
pileatus,Canada,North America,Null
pileatus,Canada,North America,Null
pileatus,Canada,North America,[2021]
flaviventris,Canada,North America,[2017]
flaviventris,Canada,North America,Null
flaviventris,Canada,North America,[2023]
flaviventris,Canada,North America,Null
flaviventris,Canada,North America,Null
alpestris,Canada,North America,[2023]
alpestris,Canada,North America,[2021]
alpestris,Canada,North America,Null
alpestris,Canada,North America,[2005]
alpestris,Canada,North America,Null
carolinus,Canada,North America,[2023]
carolinus,Canada,North America,Null
carolinus,Canada,North America,[2023]
carolinus,Canada,North America,[2019]
carolinus,Canada,North America,Null
trichas,Canada,North America,Null
trichas,Canada,North America,Null
trichas,Canada,North America,[2019]
trichas,Canada,North America,[2020]
trichas,Canada,North America,[2114]
trichas,Canada,North America,Null
trichas,Canada,North America,Null
trichas,Canada,North America,[2014]
rustica,Canada,North America,[2021]
rustica,Canada,North America,Null
rustica,Canada,North America,[2033]
rustica,Canada,North America,Null
rustica,Canada,North America,[2035]
rustica,Canada,North America,[2031]
rustica,Canada,North America,Null
rustica,Canada,North America,[2032]
mustelina,Canada,North America,[2039]
mustelina,Canada,North America,Null
mustelina,Canada,North America,Null
bullockiorum,Canada,North America,[2041]
galbula,Canada,North America,Null
galbula,Canada,North America,[2007]
galbula,Canada,North America,Null
galbula,Canada,North America,[2006]
galbula,Canada,North America,Null
galbula,Canada,North America,Null
naevius,Canada,North America,Null
hyemalis,Canada,North America,[2030]
hyemalis,Canada,North America,Null
hyemalis,Canada,North America,[2006]
hyemalis,Canada,North America,[2027]
hyemalis,Canada,North America,[2031]
hyemalis,Canada,North America,[2032]
ludovicianus,Canada,North America,[2030]
ludovicianus,Canada,North America,Null
curvirostra,Canada,North America,[2006]
curvirostra,Canada,North America,[2028]
curvirostra,Canada,North America,[2090]
erythrocephalus,Canada,North America,[2008]
georgiana,Canada,North America,[1992]
georgiana,Canada,North America,[2007]
georgiana,Canada,North America,[2000]
georgiana,Canada,North America,[1999]
georgiana,Canada,North America,[2005]
lincolnii,Canada,North America,[1992]
lincolnii,Canada,North America,[2008]
lincolnii,Canada,North America,[2003]
lincolnii,Canada,North America,Null
lincolnii,Canada,North America,Null
lincolnii,Canada,North America,Null
melodia,Canada,North America,[2037]
melodia,Canada,North America,[2017]
melodia,Canada,North America,Null
melodia,Canada,North America,[2010]
melodia,Canada,North America,[2010]
melodia,Canada,North America,[2010]
melodia,Canada,North America,[2010]
melodia,Canada,North America,[2024]
polyglottos,Canada,North America,Null
townsendi,Canada,North America,Null
columbiana,Canada,North America,Null
americanus,Canada,North America,[2023]
agilis,Canada,North America,[2013]
philadelphia,Canada,North America,Null
philadelphia,Canada,North America,Null
philadelphia,Canada,North America,[2023]
